Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2018-01-11 00:30 (UTC),Live,Emma Lovewell,45,Cycling,Groove,45 min Groove Ride,2018-01-11 00:20 (UTC),209,77,42%,61,14.23,10.67,421,,,
2018-01-12 14:30 (UTC),Live,Ally Love,45,Cycling,Music,45 min 90s Ride,2018-01-12 14:19 (UTC),233,86,37%,75,15.15,11.36,455,,,
2018-01-16 13:00 (UTC),Live,Jenn Sherman,45,Cycling,Music,45 min 60s Rock Ride,2018-01-16 12:49 (UTC),225,84,37%,73,14.65,10.89,434,,,
2018-01-17 18:30 (UTC),Live,Ally Love,30,Cycling,Music,30 min 80s Pop Ride,2018-01-17 18:20 (UTC),154,86,36%,82,15.10,7.55,302,,,
2018-01-19 00:30 (UTC),Live,Denis Morton,45,Cycling,Music,45 min 80s Ride,2018-01-19 00:20 (UTC),263,98,41%,71,15.75,11.80,485,,,
2018-01-19 16:30 (UTC),Live,Ally Love,30,Cycling,Music,30 min Country Ride,2018-01-19 16:19 (UTC),183,102,41%,73,16.19,8.09,334,,,
2018-02-05 17:30 (UTC),Live,Jennifer Jacobs,30,Cycling,Intervals,30 min Intervals & Arms Ride,2018-02-05 17:19 (UTC),152,84,43%,62,14.42,7.20,289,,,
2018-02-10 19:00 (UTC),Live,Hannah Corbin,30,Cycling,Intervals,30 min HIIT Ride,2018-02-10 18:49 (UTC),192,107,38%,83,16.36,8.17,344,,,
2018-02-14 15:30 (UTC),Live,Jennifer Jacobs,30,Cycling,Music,30 min 80s Pop Ride,2018-02-14 15:20 (UTC),181,101,41%,74,16.16,8.06,332,,,
2018-02-14 16:05 (UTC),Live,Jennifer Jacobs,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2018-02-14 16:01 (UTC),46,80,36%,77,14.76,2.33,92,,,
2018-02-16 00:30 (UTC),Live,Jenn Sherman,45,Cycling,Music,45 min 70s Rock Ride,2018-02-16 00:21 (UTC),244,91,37%,78,15.17,11.36,459,,,
2018-02-17 19:00 (UTC),Live,Hannah Corbin,30,Cycling,Music,30 min Pop Ride,2018-02-17 18:50 (UTC),183,102,39%,78,16.02,7.99,331,,,
2018-02-20 00:30 (UTC),Live,Jess King,45,Cycling,Metrics,45 min Metrics Ride,2018-02-20 00:18 (UTC),265,98,40%,75,15.77,11.81,485,,,
2018-02-21 15:30 (UTC),Live,Denis Morton,30,Cycling,Intervals,30 min Intervals & Arms Ride,2018-02-21 15:19 (UTC),163,91,40%,71,15.08,7.53,307,,,
2018-02-21 16:05 (UTC),Live,Denis Morton,10,Cycling,Warm Up/Cool Down,10 min Cool Down Ride,2018-02-21 16:02 (UTC),42,71,28%,98,13.99,2.33,91,,,
2018-02-23 00:30 (UTC),Live,Denis Morton,45,Cycling,Music,45 min 80s Ride,2018-02-23 00:20 (UTC),265,98,39%,77,15.77,11.83,487,,,
2018-02-26 12:00 (UTC),Live,Emma Lovewell,45,Cycling,Music,45 min New Tracks Ride,2018-02-26 11:49 (UTC),255,94,40%,74,15.32,11.49,470,,,
2018-02-27 23:30 (UTC),Live,Jess King,45,Cycling,Music,45 min 90s Rock Ride,2018-02-27 23:19 (UTC),265,98,39%,77,15.95,11.96,491,,,
2018-02-28 15:30 (UTC),Live,Denis Morton,30,Cycling,Music,30 min Y2K Rock Ride,2018-02-28 15:19 (UTC),171,95,37%,81,15.58,7.79,320,,,
2018-02-28 16:05 (UTC),Live,Denis Morton,10,Strength,Arms & Light Weights,10 min Arms Toning,2018-02-28 16:01 (UTC),,,,,,,48,,,
2018-03-01 17:30 (UTC),Live,Emma Lovewell,30,Cycling,Music,30 min Hip Hop Ride,2018-03-01 17:20 (UTC),160,89,36%,82,15.31,7.65,308,,,
2018-03-01 18:30 (UTC),Live,Ally Love,30,Cycling,Music,30 min 80s Pop Ride,2018-03-01 18:30 (UTC),172,96,40%,74,15.76,7.88,322,,,
2018-03-02 17:30 (UTC),Live,Denis Morton,30,Cycling,Music,30 min 90s Pop Ride,2018-03-02 17:21 (UTC),173,96,40%,73,15.58,7.78,320,,,
2018-03-02 18:30 (UTC),Live,Robin Arzon,30,Cycling,Beginner,30 min Advanced Beginner Ride,2018-03-02 18:19 (UTC),161,90,38%,74,15.25,7.62,308,,,
2018-03-04 22:00 (UTC),Live,Cody Rigsby,45,Cycling,Live DJ,45 min Live DJ Ride,2018-03-04 21:50 (UTC),267,99,42%,70,15.83,11.87,490,,,
2018-03-05 23:30 (UTC),Live,Alex Toussaint,45,Cycling,Music,45 min Hip Hop Ride,2018-03-05 23:20 (UTC),271,100,41%,75,16.08,12.05,496,,,
2018-03-08 16:30 (UTC),Live,Christine D'Ercole,30,Cycling,Music,30 min 80s Ride,2018-03-08 16:19 (UTC),205,114,45%,70,16.67,8.33,357,,,
2018-03-08 17:30 (UTC),Live,Christine D'Ercole,30,Cycling,Low Impact,30 min Low Impact Ride,2018-03-08 17:18 (UTC),193,108,40%,77,16.32,8.15,343,,,
2018-03-09 12:00 (UTC),Live,Alex Toussaint,45,Cycling,Metrics,45 min Metrics Ride,2018-03-09 11:49 (UTC),334,124,44%,76,17.41,13.05,566,,,
2018-03-10 20:23 (UTC),Live,Alex Toussaint,30,Cycling,Intervals,30 min HIIT Ride,2018-03-10 20:20 (UTC),0,0,0%,0,0,0,0,,,
2018-03-10 21:15 (UTC),Live,Hannah Corbin,30,Cycling,Intervals,30 min HIIT Ride,2018-03-10 21:04 (UTC),197,110,42%,76,16.54,8.26,349,,,
2018-03-12 13:30 (UTC),Live,Christine D'Ercole,45,Cycling,Theme,45 min Crank It Up Ride,2018-03-12 13:19 (UTC),285,106,43%,71,16.30,12.17,508,,,
2018-03-13 11:00 (UTC),Live,Ally Love,45,Cycling,Music,45 min 80s Pop Ride,2018-03-13 10:49 (UTC),311,115,44%,73,16.91,12.68,541,,,
2018-03-16 11:00 (UTC),Live,Ally Love,45,Cycling,Music,45 min New Tracks Ride,2018-03-16 10:48 (UTC),271,109,41%,77,16.55,11.41,480,,,
2018-03-17 18:00 (UTC),Live,Jess King,30,Cycling,Music,30 min 80s Ride,2018-03-17 17:49 (UTC),222,123,42%,80,17.45,8.72,377,,,
2018-03-17 18:45 (UTC),Live,Jess King,30,Cycling,Beginner,30 min Advanced Beginner Ride,2018-03-17 18:36 (UTC),217,121,43%,77,17.33,8.66,371,,,
2018-03-19 11:00 (UTC),Live,Emma Lovewell,45,Cycling,Metrics,45 min Metrics Ride,2018-03-19 10:49 (UTC),297,110,42%,75,16.53,12.39,524,,,
2018-03-22 23:30 (UTC),Live,Denis Morton,45,Cycling,Music,45 min 90s Rock Ride,2018-03-22 23:19 (UTC),291,108,42%,73,16.35,12.25,516,,,
2018-03-23 11:00 (UTC),Live,Jess King,45,Cycling,Music,45 min Pop Ride,2018-03-23 10:48 (UTC),302,112,43%,72,16.62,12.47,528,,,
2018-03-24 18:00 (UTC),Live,Jess King,30,Cycling,Low Impact,30 min Low Impact Ride,2018-03-24 17:50 (UTC),212,118,40%,83,17.26,8.62,366,,,
2018-03-24 18:45 (UTC),Live,Jess King,30,Cycling,Music,30 min Pop Ride,2018-03-24 18:35 (UTC),191,106,43%,71,16.42,8.21,343,,,
2018-03-27 11:00 (UTC),Live,Ally Love,45,Cycling,Music,45 min 80s Pop Ride,2018-03-27 10:48 (UTC),313,116,45%,70,16.76,12.56,537,,,
2018-03-28 22:30 (UTC),Live,Robin Arzon,45,Cycling,Music,45 min Hip Hop Ride,2018-03-28 22:19 (UTC),296,110,44%,73,16.46,12.34,522,,,
2018-03-30 00:30 (UTC),Live,Alex Toussaint,45,Cycling,Music,45 min Pop Ride,2018-03-30 00:22 (UTC),338,125,46%,74,17.59,13.18,570,,,
2018-04-01 21:00 (UTC),Live,Cody Rigsby,45,Cycling,Live DJ,45 min Live DJ Ride,2018-04-01 20:48 (UTC),336,124,47%,68,17.49,13.11,568,,,
2018-04-03 11:00 (UTC),Live,Ally Love,45,Cycling,Music,45 min 90s Pop Ride,2018-04-03 10:50 (UTC),320,118,47%,67,17.05,12.79,549,,,
2018-04-04 22:30 (UTC),Live,Robin Arzon,45,Cycling,Music,45 min Hip Hop Ride,2018-04-04 22:21 (UTC),334,124,45%,72,17.40,13.04,567,,,
2018-04-07 18:45 (UTC),Live,Jess King,30,Cycling,Music,30 min Pop Ride,2018-04-07 18:33 (UTC),234,130,44%,77,17.93,8.96,391,,,
2018-04-07 19:30 (UTC),Live,Alex Toussaint,30,Cycling,Intervals,30 min Intervals & Arms Ride,2018-04-07 19:18 (UTC),166,92,43%,65,15.10,7.54,309,,,
2018-04-09 21:30 (UTC),Live,Robin Arzon,45,Cycling,Music,45 min Pop Ride,2018-04-09 21:20 (UTC),314,116,46%,69,16.99,12.73,543,,,
2018-04-11 17:30 (EST),Live,Hannah Corbin,45,Cycling,Metrics,45 min Metrics Ride,2018-04-11 17:20 (EST),338,125,47%,70,17.52,13.13,481,,,
2018-04-13 15:30 (UTC),Live,Hannah Corbin,30,Cycling,Theme,30 min Pick-Me-Up Ride,2018-04-13 15:19 (UTC),172,96,41%,71,15.80,7.89,322,,,
2018-04-13 12:30 (EST),Live,Denis Morton,30,Cycling,Theme,30 min Fresh Friday Ride,2018-04-13 12:19 (EST),205,114,44%,73,16.91,8.45,292,,,
2018-04-14 14:45 (EST),Live,Jess King,30,Cycling,Low Impact,30 min Low Impact Ride,2018-04-14 14:34 (EST),207,115,41%,81,17.12,8.55,295,,,
2018-04-14 15:30 (EST),Live,Alex Toussaint,30,Cycling,Music,30 min Hip Hop Ride,2018-04-14 15:19 (EST),229,127,47%,70,17.74,8.87,327,,,
2018-04-17 19:30 (EST),Live,Christine D'Ercole,45,Cycling,Intervals,45 min Intervals & Arms Ride,2018-04-17 19:19 (EST),286,106,47%,63,16.16,12.11,407,,,
2018-04-20 07:00 (EST),Live,Alex Toussaint,45,Cycling,Metrics,45  min Metrics Ride,2018-04-20 06:48 (EST),281,104,46%,64,16.20,12.14,400,,,
2018-04-24 20:30 (EST),Live,Alex Toussaint,45,Cycling,Music,45 min R&B Ride,2018-04-24 20:30 (EST),347,128,46%,73,17.77,13.32,494,,,
2018-04-25 13:30 (EST),Live,Ally Love,30,Cycling,Music,30 min 80s Pop Ride,2018-04-25 13:18 (EST),237,132,49%,68,17.93,8.95,338,,,
2018-04-27 07:00 (EST),Live,Alex Toussaint,45,Cycling,Intervals,45 min Intervals & Arms Ride,2018-04-27 06:48 (EST),292,108,47%,64,16.35,12.26,416,,,
2018-04-28 14:45 (EST),Live,Jess King,30,Cycling,Low Impact,30 min Low Impact Ride,2018-04-28 14:35 (EST),241,134,45%,77,18.20,9.09,343,,,
2018-04-28 15:30 (EST),Live,Alex Toussaint,30,Cycling,Music,30 min Hip Hop Ride,2018-04-28 15:19 (EST),210,117,46%,70,17.15,8.57,299,,,
2018-04-30 17:30 (EST),Live,Robin Arzon,45,Cycling,Music,45 min Pop Ride,2018-04-30 17:18 (EST),352,130,46%,73,17.77,13.32,502,,,
2018-05-02 19:30 (EST),Live,Emma Lovewell,45,Cycling,Intervals,45 min Intervals & Arms Ride,2018-05-02 19:18 (EST),321,119,45%,72,17.16,12.87,457,,,
2018-05-03 17:30 (EST),Live,Denis Morton,45,Cycling,Power Zone,45 min Power Zone Ride,2018-05-03 17:20 (EST),337,126,43%,77,17.71,13.17,481,,,
2018-05-07 09:30 (EST),Live,Christine D'Ercole,45,Cycling,Low Impact,45 min Low Impact Ride,2018-05-07 09:19 (EST),386,143,45%,80,18.71,14.03,550,,,
2018-05-08 07:00 (EST),Live,Ally Love,45,Cycling,Intervals,45 min Intervals & Arms Ride,2018-05-08 06:48 (EST),344,128,49%,66,17.74,13.30,490,,,
2018-05-09 17:30 (EST),Live,Hannah Corbin,45,Cycling,Music,45 min Electronic Dance/EDM Ride,2018-05-09 17:18 (EST),347,129,45%,75,17.85,13.38,495,,,
2018-05-11 11:30 (EST),Live,Hannah Corbin,30,Cycling,Theme,30 min Pick-Me-Up Ride,2018-05-11 11:19 (EST),252,140,46%,76,18.54,9.27,359,,,
2018-05-11 12:30 (EST),Live,Denis Morton,30,Cycling,Music,30 min 90s Pop Ride,2018-05-11 12:20 (EST),280,156,48%,76,19.29,9.64,399,,,
2018-05-14 23:30 (UTC),Live,Jess King,45,Cycling,Music,45 min Electronic Dance/EDM Ride,2018-05-14 23:19 (UTC),434,161,51%,73,19.55,14.66,677,,,
2018-05-15 20:30 (EST),Live,Alex Toussaint,45,Cycling,Intervals,45 min Intervals & Arms Ride,2018-05-15 20:18 (EST),336,124,46%,71,17.50,13.12,478,,,
2018-05-16 12:30 (EST),Live,Emma Lovewell,30,Cycling,Groove,30 min Groove Ride,2018-05-16 12:18 (EST),241,134,48%,69,18.06,9.03,343,,,
2018-05-16 13:30 (EST),Live,Christine D'Ercole,30,Cycling,Intervals,30 min HIIT Ride,2018-05-16 13:19 (EST),219,122,46%,70,17.40,8.70,312,,,
2018-05-18 07:00 (EST),Live,Alex Toussaint,45,Cycling,Metrics,45 min Metrics Ride,2018-05-18 06:49 (EST),383,142,48%,72,18.46,13.84,545,,,
2018-05-20 07:30 (EST),Live,Matt Wilpers,45,Cycling,Low Impact,45 min Low Impact Ride,2018-05-20 07:20 (EST),407,151,47%,80,19.09,14.31,579,,,
2018-05-21 07:00 (EST),Live,Emma Lovewell,45,Cycling,Metrics,45 min Metrics Ride,2018-05-21 06:48 (EST),331,123,46%,71,17.40,13.05,471,,,
2018-05-22 09:30 (EST),Live,Jenn Sherman,45,Cycling,Music,45 min 90s Rock Ride,2018-05-22 09:18 (EST),353,131,47%,73,17.92,13.44,504,,,
2018-05-25 16:30 (UTC),Live,Denis Morton,30,Cycling,Theme,30 min Fresh Friday Ride,2018-05-25 16:18 (UTC),254,113,42%,76,16.79,10.43,442,,,
2018-05-25 17:30 (UTC),Live,Robin Arzon,30,Cycling,Music,30 min Hip Hop Ride,2018-05-25 17:20 (UTC),225,125,44%,77,17.60,8.80,380,,,
2018-05-30 00:30 (UTC),Live,Alex Toussaint,45,Cycling,Intervals,45 min Intervals & Arms Ride,2018-05-30 00:21 (UTC),327,121,47%,70,17.28,12.95,559,,,
2018-05-30 08:00 (EST),Live,Alex Toussaint,45,Cycling,Music,45 min Pop Ride,2018-05-30 07:49 (EST),300,111,45%,69,16.73,12.55,428,,,
2018-06-05 13:30 (UTC),Live,Jenn Sherman,45,Cycling,Music,45 min 60s Rock Ride,2018-06-05 13:19 (UTC),323,120,45%,74,17.22,12.91,460,,,
2018-06-06 11:00 (UTC),Live,Jennifer Jacobs,45,Cycling,Heart Rate Zone,45 min HRZ Endurance Ride,2018-06-06 10:49 (UTC),339,126,43%,77,17.79,13.34,573,,,
2018-06-09 10:30 (EST),Live,Christine D'Ercole,60,Cycling,Heart Rate Zone,60 min HRZ Endurance Ride,2018-06-09 10:18 (EST),478,133,43%,80,18.15,18.15,680,,,
2018-06-11 07:00 (EST),Live,Emma Lovewell,45,Cycling,Metrics,45 min Metrics Ride,2018-06-11 06:49 (EST),352,130,48%,68,17.86,13.39,501,,,
2018-06-12 12:30 (EST),Live,Matt Wilpers,30,Cycling,Intervals,30 min HIIT Ride,2018-06-12 12:18 (EST),228,127,44%,76,17.77,8.88,325,,,
2018-06-12 13:30 (EST),Live,Ally Love,30,Cycling,Intervals,30 min Tabata Ride,2018-06-12 13:19 (EST),250,139,48%,70,18.41,9.19,356,,,
2018-06-13 09:30 (EST),Live,Cody Rigsby,45,Cycling,Music,45 min Y2K Ride,2018-06-13 09:19 (EST),351,130,46%,73,17.93,13.44,500,,,
2018-06-16 15:30 (EST),Live,Jennifer Jacobs,30,Cycling,Music,30 min Hip Hop Ride,2018-06-16 15:18 (EST),249,138,45%,78,18.39,9.19,354,,,
2018-06-18 08:00 (EST),Live,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Max Ride,2018-06-18 07:49 (EST),342,127,44%,75,17.76,13.31,487,,,
2018-07-02 07:30 (EST),Live,Denis Morton,45,Cycling,Intervals,45 min Intervals & Arms Ride,2018-07-02 07:20 (EST),398,148,51%,68,18.72,14.03,568,,,
2018-07-07 19:30 (UTC),Live,Alex Toussaint,30,Cycling,Music,30 min Hip Hop Ride,2018-07-07 19:19 (UTC),238,132,45%,79,18.04,9.01,395,,,
2018-07-09 07:00 (EST),Live,Emma Lovewell,45,Cycling,Music,45 min 80s Pop Ride,2018-07-09 06:49 (EST),330,122,45%,74,17.42,13.06,470,,,
2018-07-10 09:30 (EST),Live,Jenn Sherman,45,Cycling,Music,45 min 60s Rock Ride,2018-07-10 09:18 (EST),360,133,48%,69,18.04,13.53,513,,,
2018-07-13 10:30 (EST),Live,Emma Lovewell,20,Cycling,Intervals,20 min HIIT Ride,2018-07-13 10:18 (EST),173,144,46%,78,18.64,6.21,247,,,
2018-07-13 10:55 (EST),Live,Emma Lovewell,20,Cycling,Groove,20 min Groove Ride,2018-07-13 10:51 (EST),166,139,45%,78,18.29,6.09,237,,,
2018-07-16 09:30 (EST),Live,Christine D'Ercole,45,Cycling,Heart Rate Zone,45 min HRZ Endurance Ride,2018-07-16 09:19 (EST),297,110,39%,84,16.83,12.61,423,,,
2018-07-17 06:00 (EST),Live,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,2018-07-17 05:49 (EST),406,150,49%,72,18.84,14.13,578,,,
2018-07-20 07:00 (EST),Live,Denis Morton,45,Cycling,Intervals,45 min Intervals Ride,2018-07-20 06:56 (EST),156,137,46%,77,18.26,5.79,222,,,
2018-07-23 12:30 (EST),Live,Jennifer Jacobs,30,Cycling,Music,30 min 90s Pop Ride,2018-07-23 12:19 (EST),267,148,48%,75,18.80,9.40,380,,,
2018-07-24 09:30 (EST),Live,Jenn Sherman,45,Cycling,Music,45 min 80s Rock Ride,2018-07-24 09:19 (EST),357,132,46%,75,18.01,13.50,509,,,
2018-07-25 10:30 (EST),Live,Jenn Sherman,30,Cycling,Low Impact,30 min Low Impact Ride,2018-07-25 10:19 (EST),238,132,44%,79,18.02,9.01,339,,,
2018-07-25 11:05 (EST),Live,Jenn Sherman,10,Strength,Arms & Light Weights,10 min Arms Toning,2018-07-25 11:03 (EST),,,,,,,75,,,
2018-07-31 20:30 (EST),Live,Alex Toussaint,45,Cycling,Intervals,45 min Intervals & Arms Ride,2018-07-31 20:19 (EST),345,128,47%,69,17.58,13.18,491,,,
2018-08-02 19:30 (EST),Live,Jennifer Jacobs,45,Cycling,Music,45 min Electronic Dance/EDM Ride,2018-08-02 19:20 (EST),396,147,48%,74,18.74,14.04,565,,,
2018-08-04 14:00 (EST),Live,Hannah Corbin,30,Cycling,Low Impact,30 min Low Impact Ride,2018-08-04 13:48 (EST),229,127,45%,75,17.86,8.92,326,,,
2018-08-04 14:45 (EST),Live,Christine D'Ercole,30,Cycling,Intervals,30 min Intervals & Arms Ride,2018-08-04 14:34 (EST),237,132,45%,74,17.84,8.91,338,,,
2018-08-13 10:30 (EST),Live,Jennifer Jacobs,30,Cycling,Intervals,30 min HIIT Ride,2018-08-13 10:18 (EST),225,125,47%,66,17.38,8.68,321,,,
2018-08-13 11:05 (EST),Live,Jennifer Jacobs,10,Cycling,Low Impact,10 min Low Impact Ride,2018-08-13 11:02 (EST),69,115,41%,79,17.17,2.85,98,,,
2018-08-16 20:30 (EST),Live,Alex Toussaint,45,Cycling,Music,45 min New Tracks Ride,2018-08-16 20:19 (EST),369,137,46%,76,18.26,13.69,526,,,
2018-08-17 12:30 (EST),Live,Denis Morton,30,Cycling,Music,30 min 80s Pop Ride,2018-08-17 12:19 (EST),252,140,47%,73,18.36,9.17,358,,,
2018-08-17 13:30 (EST),Live,Robin Arzon,30,Cycling,Intervals,30 min HIIT Ride,2018-08-17 13:19 (EST),205,114,46%,68,16.84,8.42,291,,,
2018-08-21 12:30 (EST),Live,Denis Morton,30,Cycling,Intervals,30 min HIIT Ride,2018-08-21 12:18 (EST),259,144,49%,72,18.49,9.24,369,,,
2018-08-21 13:30 (EST),Live,Ally Love,30,Cycling,Intervals,30 min Intervals & Arms Ride,2018-08-21 13:19 (EST),200,111,47%,64,16.62,8.31,285,,,
2018-08-28 10:33 (EST),Live,Matt Wilpers,30,Cycling,Music,30 min Pop Ride,2018-08-28 10:19 (EST),226,142,50%,69,18.43,8.16,321,,,
2018-08-28 11:05 (EST),Live,Matt Wilpers,10,Cycling,Climb,10 min Climb Ride,2018-08-28 11:02 (EST),94,156,54%,62,19.28,3.21,133,,,
2018-08-31 13:30 (EST),Live,Hannah Corbin,30,Cycling,Intervals,30 min HIIT Ride,2018-08-31 13:20 (EST),237,131,44%,76,17.95,9.00,338,,,
2018-09-04 11:30 (EST),Live,Ally Love,30,Cycling,Intervals,30 min HIIT Ride,2018-09-04 11:18 (EST),282,157,51%,71,19.31,9.65,402,,,
2018-09-13 08:00 (EST),Live,Emma Lovewell,45,Cycling,Music,45 min 90s Ride,2018-09-13 07:53 (EST),363,135,46%,74,18.11,13.58,518,,,
2018-09-16 14:45 (EST),Live,Matt Wilpers,30,Cycling,Beginner,30 min Advanced Beginner Ride,2018-09-16 14:34 (EST),225,125,43%,78,17.66,8.82,320,,,
2018-09-18 06:00 (EST),Live,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,2018-09-18 05:49 (EST),347,130,47%,70,17.87,13.25,494,,,
2018-09-19 11:30 (EST),Live,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2018-09-19 11:20 (EST),229,128,46%,73,17.70,8.84,327,,,
2018-09-19 12:30 (EST),Live,Ally Love,30,Cycling,Music,30 min Y2K Pop Ride,2018-09-19 12:21 (EST),249,138,45%,80,18.39,9.19,355,,,
2018-09-28 11:30 (EST),Live,Hannah Corbin,30,Cycling,Theme,30 min Pick-Me-Up Ride,2018-09-28 11:18 (EST),198,110,43%,72,16.79,8.39,282,,,
2018-09-30 14:45 (EST),Live,Matt Wilpers,30,Cycling,Intervals,30 min Intervals & Arms Ride,2018-09-30 14:33 (EST),242,134,48%,69,18.09,9.04,344,,,
2018-10-04 20:30 (EST),Live,Alex Toussaint,45,Cycling,Music,45 min Pop Ride,2018-10-04 20:20 (EST),382,141,46%,76,18.48,13.88,544,,,
2018-10-08 12:30 (EST),Live,Jennifer Jacobs,30,Cycling,Music,30 min 80s Rock Ride,2018-10-08 12:19 (EST),252,140,48%,70,18.39,9.19,359,,,
2018-10-09 19:30 (EST),Live,Jennifer Jacobs,45,Cycling,Music,45 min Electronic Dance/EDM Ride,2018-10-09 19:19 (EST),488,181,52%,74,20.27,15.19,695,,,
2018-10-11 11:30 (EST),Live,Emma Lovewell,30,Cycling,Music,30 min New Tracks Ride,2018-10-11 11:19 (EST),229,127,44%,75,17.63,8.81,326,,,
2018-10-17 09:30 (EST),Live,Ally Love,20,Cycling,Climb,20 min Climb Ride,2018-10-17 09:23 (EST),207,173,52%,73,20.01,6.66,295,,,
2018-10-17 09:55 (EST),Live,Ally Love,20,Cycling,Music,20 min Pop Ride,2018-10-17 09:51 (EST),202,169,48%,79,19.79,6.59,288,,,
2018-10-18 11:30 (EST),Live,Emma Lovewell,30,Cycling,Climb,30 min Climb Ride,2018-10-18 11:21 (EST),250,139,51%,65,18.33,9.16,356,,,
2018-10-19 12:30 (EST),Live,Denis Morton,30,Cycling,Music,30 min 80s Pop Ride,2018-10-19 12:17 (EST),237,132,46%,74,17.90,8.94,337,,,
2018-10-19 13:30 (EST),Live,Robin Arzon,30,Cycling,Intervals,30 min HIIT Ride,2018-10-19 13:20 (EST),248,138,48%,72,18.18,9.09,354,,,
2018-10-20 14:45 (EST),Live,Hannah Corbin,30,Cycling,Music,30 min 70s Ride,2018-10-20 14:33 (EST),270,150,47%,76,19.01,9.50,385,,,
2018-10-20 15:30 (EST),Live,Alex Toussaint,30,Cycling,Intervals,30 min HIIT Ride,2018-10-20 15:30 (EST),280,156,46%,81,19.17,9.58,399,,,
2018-10-22 20:30 (EST),Live,Cody Rigsby,45,Cycling,Music,45 min New Tracks Ride,2018-10-22 20:19 (EST),316,117,46%,69,17.12,12.83,449,,,
2018-10-24 19:30 (EST),Live,Cody Rigsby,45,Cycling,Music,45 min Pop Ride,2018-10-24 19:19 (EST),376,139,49%,69,18.32,13.74,533,,,
2018-10-31 12:30 (EST),Live,Emma Lovewell,30,Cycling,Music,30 min Pop Ride,2018-10-31 12:19 (EST),222,124,43%,78,17.42,8.70,316,,,
2018-10-31 13:30 (EST),Live,Alex Toussaint,30,Cycling,Music,30 min 90s Ride,2018-10-31 13:19 (EST),227,126,43%,81,17.63,8.86,322,,,
2018-11-03 14:45 (EST),Live,Jennifer Jacobs,30,Cycling,Music,30 min 70s Pop Ride,2018-11-03 14:34 (EST),341,189,49%,81,20.81,10.41,484,,,
2018-11-07 13:30 (EST),Live,Alex Toussaint,30,Cycling,Intervals,30 min Tabata Ride,2018-11-07 13:23 (EST),320,177,49%,80,20.23,10.13,454,,,
2018-11-09 09:30 (EST),Live,Denis Morton,20,Cycling,Music,20 min 90s Pop Ride,2018-11-09 09:19 (EST),160,133,46%,75,17.99,6.00,228,,,
2018-11-09 09:55 (EST),Live,Denis Morton,20,Cycling,Climb,20 min Climb Ride,2018-11-09 09:52 (EST),157,130,46%,74,17.89,5.96,222,,,
2018-11-10 14:45 (EST),Live,Jennifer Jacobs,30,Cycling,Music,30 min Classic Rock Ride,2018-11-10 14:33 (EST),263,146,49%,73,18.78,9.38,373,,,
2018-11-14 12:30 (EST),Live,Emma Lovewell,30,Cycling,Music,30 min 90s Pop Ride,2018-11-14 12:18 (EST),286,159,46%,83,19.28,9.63,406,,,
2018-11-14 13:30 (EST),Live,Alex Toussaint,30,Cycling,Beginner,30 min Advanced Beginner Ride,2018-11-14 13:20 (EST),297,165,46%,83,19.72,9.85,422,,,
2018-11-17 15:30 (EST),Live,Alex Toussaint,30,Cycling,Music,30 min Hip Hop Ride,2018-11-17 15:19 (EST),245,136,45%,78,18.16,9.08,348,,,
2018-11-18 14:45 (EST),Live,Matt Wilpers,30,Cycling,Power Zone,30 min Power Zone Ride,2018-11-18 14:34 (EST),226,126,44%,76,17.75,8.88,322,,,
2018-11-20 11:30 (EST),Live,Ally Love,30,Cycling,Music,30 min New Tracks Ride,2018-11-20 11:19 (EST),325,181,51%,76,20.36,10.17,461,,,
2018-11-21 18:30 (EST),Live,Robin Arzon,45,Cycling,Music,45 min Hip Hop Ride,2018-11-21 18:23 (EST),336,125,43%,77,17.48,13.11,478,,,
2018-11-30 13:30 (EST),Live,Robin Arzon,30,Cycling,Intervals,30 min HIIT Ride,2018-11-30 13:19 (EST),262,145,47%,75,18.70,9.34,371,,,
2018-12-05 13:30 (EST),Live,Alex Toussaint,30,Cycling,Low Impact,30 min Low Impact Ride,2018-12-05 13:18 (EST),261,145,45%,78,18.70,9.35,371,,,
2018-12-10 12:30 (EST),Live,Jennifer Jacobs,30,Cycling,Music,30 min 80s Rock Ride,2018-12-10 12:19 (EST),272,151,47%,75,19.09,9.54,387,,,
2018-12-10 13:30 (EST),Live,Emma Lovewell,30,Cycling,Intervals,30 min Intervals & Arms Ride,2018-12-10 13:23 (EST),227,126,45%,73,17.55,8.77,323,,,
2018-12-17 11:30 (EST),Live,Alex Toussaint,30,Cycling,Intervals,30 min HIIT Ride,2018-12-17 11:20 (EST),248,138,43%,83,18.21,9.09,352,,,
2018-12-18 06:00 (EST),Live,Robin Arzon,45,Cycling,Intervals,45 min Tabata Ride,2018-12-18 05:48 (EST),355,131,45%,76,17.90,13.43,504,,,
